,UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
773,466290,1,2.0,-1.0,,
774,467581,1,5.0,-1.0,,
775,467716,1,2.0,-1.0,,
776,467849,1,5.0,-1.0,,
777,468855,1,9.0,-1.0,,
778,469100,1,4.0,-1.0,,
779,469496,1,-1.0,6.0,,
780,470004,1,0.0,-1.0,,
781,471346,1,-1.0,9.0,,
782,471995,1,-1.0,2.0,,
783,472304,1,2.0,-1.0,,
784,473154,1,8.0,-1.0,,
785,473335,1,-1.0,6.0,,
786,473390,1,8.0,-1.0,,
787,473598,1,-1.0,9.0,,
788,473815,1,0.0,-1.0,,
789,475010,1,-1.0,2.0,,
790,475356,1,-1.0,5.0,,
791,476349,1,-1.0,8.0,,
792,476537,1,-1.0,8.0,,
793,476983,1,-1.0,1.0,,
794,477753,1,0.0,-1.0,,
795,477854,1,-1.0,0.0,,
796,478339,1,-1.0,2.0,,
797,480200,1,-1.0,7.0,,
798,480462,1,1.0,-1.0,,
799,480831,1,-1.0,8.0,,
800,481321,1,-1.0,6.0,,
801,482345,1,-1.0,6.0,,
802,482805,1,1.0,-1.0,,
803,482944,1,-1.0,6.0,,
804,483687,1,-1.0,6.0,,
805,483878,1,-1.0,8.0,,
806,484081,1,6.0,-1.0,,
807,484398,1,4.0,-1.0,,
808,485575,1,3.0,-1.0,,
809,486263,1,-1.0,2.0,,
810,486753,1,9.0,-1.0,,
811,486900,1,4.0,-1.0,,
812,486979,1,8.0,-1.0,,
813,487397,1,-1.0,1.0,,
814,487425,1,-1.0,1.0,,
815,488982,1,-1.0,4.0,,
816,488989,1,-1.0,6.0,,
817,489163,1,4.0,-1.0,,
818,489410,1,3.0,-1.0,,
819,489630,1,-1.0,5.0,,
820,489858,1,-1.0,9.0,,
821,491292,1,-1.0,6.0,,
822,491918,1,1.0,-1.0,,
823,492351,1,2.0,-1.0,,
824,492708,1,-1.0,6.0,,
825,493934,1,-1.0,5.0,,
826,494449,1,-1.0,4.0,,
827,494989,1,7.0,-1.0,,
828,495248,1,-1.0,2.0,,
829,495447,1,-1.0,4.0,,
830,495626,1,-1.0,0.0,,
831,495766,1,2.0,-1.0,,
832,495969,1,-1.0,3.0,,
833,497041,1,-1.0,8.0,,
834,498702,1,-1.0,6.0,,
835,499102,1,-1.0,7.0,,
836,499622,1,-1.0,9.0,,
837,499749,1,-1.0,8.0,,
838,499804,1,5.0,-1.0,,
839,500332,1,2.0,-1.0,,
840,501508,1,8.0,-1.0,,
841,501743,1,-1.0,2.0,,
842,501781,1,-1.0,9.0,,
843,502376,1,-1.0,7.0,,
844,502536,1,-1.0,9.0,,
845,503356,1,2.0,-1.0,,
846,503453,1,-1.0,5.0,,
847,503524,1,3.0,-1.0,,
848,504925,1,1.0,-1.0,,
849,505414,1,8.0,-1.0,,
850,505417,1,8.0,-1.0,,
851,505575,1,-1.0,3.0,,
852,505593,1,8.0,-1.0,,
853,505785,1,8.0,-1.0,,
854,506753,1,-1.0,5.0,,
855,507743,1,5.0,-1.0,,
856,508664,1,-1.0,7.0,,
857,509277,1,-1.0,0.0,,
858,509374,1,-1.0,7.0,,
859,509483,1,1.0,-1.0,,
860,509662,1,3.0,-1.0,,
861,511361,1,9.0,-1.0,,
862,511928,1,-1.0,1.0,,
863,512652,1,-1.0,8.0,,
864,512848,1,3.0,-1.0,,
865,513260,1,-1.0,2.0,,
866,513659,1,-1.0,1.0,,
867,514820,1,3.0,-1.0,,
868,515568,1,9.0,-1.0,,
869,515674,1,-1.0,9.0,,
870,516382,1,7.0,-1.0,,
871,517232,1,-1.0,4.0,,
872,517310,1,0.0,-1.0,,
873,517344,1,6.0,-1.0,,
874,518601,1,-1.0,5.0,,
875,518670,1,9.0,-1.0,,
876,520032,1,-1.0,6.0,,
877,520442,1,2.0,-1.0,,
878,522243,1,3.0,-1.0,,
879,524257,1,7.0,-1.0,,
880,524575,1,4.0,-1.0,,
881,526714,1,-1.0,1.0,,
882,528145,1,0.0,-1.0,,
883,529820,1,3.0,-1.0,,
884,529906,1,-1.0,3.0,,
885,529929,1,-1.0,4.0,,
886,530119,1,8.0,-1.0,,
887,530402,1,-1.0,5.0,,
888,531143,1,5.0,-1.0,,
889,531526,1,5.0,-1.0,,
890,531979,1,8.0,-1.0,,
891,532575,1,5.0,-1.0,,
892,532853,1,-1.0,0.0,,
893,532905,1,2.0,-1.0,,
894,534148,1,-1.0,7.0,,
895,534640,1,-1.0,2.0,,
896,535290,1,5.0,-1.0,,
897,535685,1,-1.0,4.0,,
898,536049,1,-1.0,8.0,,
899,536279,1,3.0,-1.0,,
900,537328,1,2.0,-1.0,,
901,537863,1,6.0,-1.0,,
902,538071,1,-1.0,9.0,,
903,540393,1,8.0,-1.0,,
904,540496,1,8.0,-1.0,,
905,541404,1,6.0,-1.0,,
906,541458,1,9.0,-1.0,,
907,542437,1,-1.0,4.0,,
908,542683,1,5.0,-1.0,,
909,543310,1,8.0,-1.0,,
910,543585,1,-1.0,5.0,,
911,543732,1,-1.0,9.0,,
912,546012,1,-1.0,7.0,,
913,546104,1,9.0,-1.0,,
914,546145,1,-1.0,1.0,,
915,547065,1,-1.0,5.0,,
916,547247,1,7.0,-1.0,,
917,547834,1,-1.0,8.0,,
918,549451,1,-1.0,0.0,,
919,549816,1,-1.0,3.0,,
920,551093,1,9.0,-1.0,,
921,551369,1,-1.0,2.0,,
922,551431,1,2.0,-1.0,,
923,552033,1,-1.0,1.0,,
924,553065,1,6.0,-1.0,,
925,553101,1,6.0,-1.0,,
926,555334,1,4.0,-1.0,,
927,557936,1,8.0,-1.0,,
928,559305,1,4.0,-1.0,,
929,560084,1,8.0,-1.0,,
930,561423,1,2.0,-1.0,,
931,561755,1,0.0,-1.0,,
932,561878,1,3.0,-1.0,,
933,562275,1,-1.0,3.0,,
934,562859,1,-1.0,2.0,,
935,564328,1,5.0,-1.0,,
936,564370,1,3.0,-1.0,,
937,564837,1,5.0,-1.0,,
938,565538,1,-1.0,1.0,,
939,565966,1,5.0,-1.0,,
940,567296,1,-1.0,3.0,,
941,567310,1,7.0,-1.0,,
942,567780,1,1.0,-1.0,,
943,571389,1,1.0,-1.0,,
944,571469,1,0.0,-1.0,,
945,572258,1,-1.0,8.0,,
946,572296,1,-1.0,8.0,,
947,572983,1,-1.0,3.0,,
948,573108,1,0.0,-1.0,,
949,573503,1,5.0,-1.0,,
950,573964,1,-1.0,9.0,,
951,574117,1,0.0,-1.0,,
952,575223,1,8.0,-1.0,,
953,575762,1,3.0,-1.0,,
954,575879,1,-1.0,9.0,,
955,576138,1,5.0,-1.0,,
956,577417,1,6.0,-1.0,,
957,577472,1,9.0,-1.0,,
958,577949,1,6.0,-1.0,,
959,577966,1,6.0,-1.0,,
960,578343,1,3.0,-1.0,,
961,579572,1,-1.0,4.0,,
962,579820,1,8.0,-1.0,,
963,579985,1,-1.0,8.0,,
964,580463,1,5.0,-1.0,,
965,581211,1,-1.0,9.0,,
966,581220,1,5.0,-1.0,,
967,581314,1,8.0,-1.0,,
968,581399,1,-1.0,5.0,,
969,582711,1,7.0,-1.0,,
970,582836,1,-1.0,2.0,,
971,583160,1,0.0,-1.0,,
972,583949,1,7.0,-1.0,,
973,584538,1,9.0,-1.0,,
974,585118,1,6.0,-1.0,,
975,585157,1,-1.0,6.0,,
976,586632,1,7.0,-1.0,,
977,586786,1,7.0,-1.0,,
978,586861,1,-1.0,2.0,,
979,588572,1,-1.0,8.0,,
980,590047,1,-1.0,3.0,,
981,590808,1,7.0,-1.0,,
982,591731,1,7.0,-1.0,,
983,591903,1,-1.0,6.0,,
984,593247,1,0.0,-1.0,,
985,595467,1,-1.0,2.0,,
986,597280,1,-1.0,2.0,,
987,597345,1,-1.0,0.0,,
988,597446,1,5.0,-1.0,,
989,599109,1,6.0,-1.0,,
990,599486,1,-1.0,0.0,,
991,599608,1,6.0,-1.0,,
992,599831,1,-1.0,5.0,,
993,600547,1,8.0,-1.0,,
994,600759,1,-1.0,2.0,,
995,601985,1,-1.0,0.0,,
996,602359,1,0.0,-1.0,,
997,602369,1,0.0,-1.0,,
998,603007,1,-1.0,5.0,,
999,603509,1,5.0,-1.0,,
1000,604277,1,6.0,-1.0,,
1001,605890,1,8.0,-1.0,,
1002,607671,1,8.0,-1.0,,
1003,608971,1,-1.0,1.0,,
1004,609268,1,-1.0,0.0,,
1005,609793,1,-1.0,5.0,,
1006,610461,1,0.0,-1.0,,
1007,610687,1,-1.0,3.0,,
1008,610855,1,1.0,-1.0,,
1009,611056,1,-1.0,0.0,,
1010,611507,1,-1.0,4.0,,
1011,611847,1,-1.0,9.0,,
1012,612305,1,-1.0,1.0,,
1013,612891,1,-1.0,0.0,,
1014,613185,1,-1.0,8.0,,
1015,615029,1,-1.0,9.0,,
1016,615052,1,7.0,-1.0,,
1017,615113,1,8.0,-1.0,,
1018,615486,1,-1.0,9.0,,
1019,615999,1,1.0,-1.0,,
1020,617164,1,-1.0,6.0,,
1021,617505,1,8.0,-1.0,,
1022,618078,1,1.0,-1.0,,
1023,618415,1,-1.0,3.0,,
1024,618567,1,7.0,-1.0,,
1025,618722,1,7.0,-1.0,,
1026,619454,1,7.0,-1.0,,
1027,619592,1,0.0,-1.0,,
1028,621064,1,9.0,-1.0,,
1029,621578,1,-1.0,3.0,,
1030,623206,1,5.0,-1.0,,
1031,623333,1,-1.0,1.0,,
1032,623635,1,7.0,-1.0,,
1033,623671,1,1.0,-1.0,,
1034,623926,1,-1.0,1.0,,
1035,624686,1,-1.0,2.0,,
1036,625953,1,-1.0,5.0,,
1037,626582,1,-1.0,6.0,,
1038,628754,1,-1.0,1.0,,
1039,629078,1,-1.0,9.0,,
1040,629979,1,6.0,-1.0,,
1041,630770,1,7.0,-1.0,,
1042,630805,1,8.0,-1.0,,
1043,630835,1,7.0,-1.0,,
1044,630944,1,-1.0,6.0,,
1045,632047,1,-1.0,2.0,,
1046,634314,1,9.0,-1.0,,
1047,634796,1,3.0,-1.0,,
1048,635048,1,0.0,-1.0,,
1049,636482,1,-1.0,2.0,,
1050,636680,1,-1.0,2.0,,
1051,637223,1,-1.0,8.0,,
1052,637379,1,8.0,-1.0,,
1053,638061,1,-1.0,7.0,,
1054,638751,1,0.0,-1.0,,
1055,638978,1,-1.0,5.0,,
1056,638983,1,8.0,-1.0,,
1057,639039,1,3.0,-1.0,,
1058,640155,1,9.0,-1.0,,
1059,640355,1,-1.0,2.0,,
1060,640467,1,-1.0,3.0,,
1061,640737,1,7.0,-1.0,,
1062,641333,1,9.0,-1.0,,
1063,641630,1,1.0,-1.0,,
1064,641732,1,5.0,-1.0,,
1065,643913,1,7.0,-1.0,,
1066,644314,1,4.0,-1.0,,
1067,644330,1,-1.0,4.0,,
1068,644627,1,-1.0,7.0,,
1069,648297,1,8.0,-1.0,,
1070,648800,1,-1.0,5.0,,
1071,649791,1,-1.0,8.0,,
1072,650502,1,-1.0,6.0,,
1073,651466,1,-1.0,2.0,,
1074,652009,1,6.0,-1.0,,
1075,652103,1,-1.0,6.0,,
1076,654562,1,-1.0,2.0,,
1077,655714,1,8.0,-1.0,,
1078,655824,1,-1.0,1.0,,
1079,656249,1,3.0,-1.0,,
1080,656744,1,-1.0,7.0,,
1081,656832,1,-1.0,9.0,,
1082,657660,1,1.0,-1.0,,
1083,659052,1,-1.0,3.0,,
1084,659091,1,5.0,-1.0,,
1085,660666,1,6.0,-1.0,,
1086,660751,1,2.0,-1.0,,
1087,660983,1,5.0,-1.0,,
1088,661549,1,-1.0,7.0,,
1089,661582,1,9.0,-1.0,,
1090,662216,1,6.0,-1.0,,
1091,663086,1,1.0,-1.0,,
1092,663465,1,0.0,-1.0,,
1093,663942,1,4.0,-1.0,,
1094,663974,1,7.0,-1.0,,
1095,664959,1,-1.0,2.0,,
1096,665358,1,3.0,-1.0,,
1097,666715,1,-1.0,4.0,,
1098,667125,1,0.0,-1.0,,
1099,667513,1,5.0,-1.0,,
1100,669803,1,-1.0,5.0,,
1101,669943,1,-1.0,5.0,,
1102,670154,1,-1.0,1.0,,
1103,670656,1,-1.0,2.0,,
1104,671728,1,1.0,-1.0,,
1105,672304,1,-1.0,1.0,,
1106,672648,1,-1.0,5.0,,
1107,672720,1,9.0,-1.0,,
1108,672826,1,-1.0,4.0,,
1109,672928,1,8.0,-1.0,,
1110,673210,1,-1.0,9.0,,
1111,673314,1,7.0,-1.0,,
1112,673365,1,7.0,-1.0,,
1113,674647,1,9.0,6.0,,
1114,674899,1,6.0,-1.0,,
1115,675777,1,1.0,-1.0,,
1116,678082,1,4.0,-1.0,,
1117,678923,1,7.0,-1.0,,
1118,679600,1,9.0,-1.0,,
1119,679896,1,-1.0,8.0,,
1120,682022,1,1.0,-1.0,,
1121,682294,1,-1.0,2.0,,
1122,683768,1,-1.0,9.0,,
1123,683965,1,-1.0,5.0,,
1124,684635,1,8.0,-1.0,,
1125,685207,1,-1.0,2.0,,
1126,685584,1,-1.0,3.0,,
1127,685589,1,-1.0,8.0,,
1128,686383,1,-1.0,4.0,,
1129,686928,1,5.0,-1.0,,
1130,687202,1,2.0,-1.0,,
1131,688984,1,4.0,-1.0,,
1132,689070,1,3.0,-1.0,,
1133,689517,1,-1.0,1.0,,
1134,690554,1,-1.0,8.0,,
1135,690772,1,-1.0,3.0,,
1136,691542,1,6.0,-1.0,,
1137,691841,1,-1.0,6.0,,
1138,692517,1,-1.0,4.0,,
1139,694013,1,5.0,-1.0,,
1140,694263,1,-1.0,3.0,,
1141,695324,1,-1.0,8.0,,
1142,695620,1,-1.0,7.0,,
1143,696257,1,3.0,-1.0,,
1144,696316,1,9.0,-1.0,,
1145,699321,1,-1.0,8.0,,
1146,699679,1,-1.0,1.0,,
1147,701148,1,-1.0,4.0,,
1148,701917,1,9.0,-1.0,,
1149,702384,1,-1.0,3.0,,
1150,702827,1,3.0,-1.0,,
1151,702940,1,2.0,-1.0,,
1152,703229,1,7.0,-1.0,,
1153,703499,1,-1.0,2.0,,
1154,704351,1,8.0,-1.0,,
1155,704817,1,0.0,-1.0,,
1156,707015,1,-1.0,2.0,,
1157,708728,1,2.0,-1.0,,
1158,709041,1,-1.0,7.0,,
1159,709240,1,8.0,-1.0,,
1160,710128,1,3.0,-1.0,,
1161,710213,1,5.0,-1.0,,
1162,711566,1,1.0,-1.0,,
1163,711659,1,-1.0,3.0,,
1164,712951,1,6.0,-1.0,,
1165,714117,1,8.0,-1.0,,
1166,714210,1,4.0,-1.0,,
1167,714976,1,-1.0,5.0,,
1168,715318,1,0.0,-1.0,,
1169,715394,1,1.0,-1.0,,
1170,715720,1,4.0,-1.0,,
1171,715988,1,4.0,-1.0,,
1172,716501,1,-1.0,7.0,,
1173,717061,1,7.0,-1.0,,
1174,719545,1,5.0,-1.0,,
1175,719642,1,0.0,-1.0,,
1176,719859,1,7.0,-1.0,,
1177,719921,1,7.0,-1.0,,
1178,720782,1,-1.0,7.0,,
1179,720845,1,-1.0,7.0,,
1180,722723,1,-1.0,6.0,,
1181,723824,1,7.0,-1.0,,
1182,725033,1,-1.0,4.0,,
1183,725095,1,-1.0,9.0,,
1184,727322,1,-1.0,8.0,,
1185,728048,1,-1.0,4.0,,
1186,729291,1,-1.0,3.0,,
1187,730306,1,-1.0,0.0,,
1188,731398,1,-1.0,7.0,,
1189,731820,1,8.0,-1.0,,
1190,732337,1,-1.0,0.0,,
1191,732406,1,-1.0,0.0,,
1192,732641,1,-1.0,5.0,,
1193,732698,1,4.0,-1.0,,
1194,732908,1,2.0,-1.0,,
1195,733516,1,-1.0,9.0,,
1196,736941,1,0.0,-1.0,,
1197,737597,1,8.0,-1.0,,
1198,737973,1,-1.0,7.0,,
1199,738173,1,-1.0,6.0,,
1200,738525,1,6.0,-1.0,,
1201,739139,1,-1.0,9.0,,
1202,739344,1,8.0,-1.0,,
1203,739885,1,7.0,-1.0,,
1204,740628,1,-1.0,9.0,,
1205,740842,1,4.0,-1.0,,
1206,741364,1,-1.0,9.0,,
1207,741811,1,7.0,-1.0,,
1208,742971,1,6.0,-1.0,,
1209,743247,1,3.0,-1.0,,
1210,743842,1,3.0,-1.0,,
1211,744054,1,-1.0,2.0,,
1212,744535,1,6.0,-1.0,,
1213,745497,1,2.0,-1.0,,
1214,746663,1,7.0,-1.0,,
1215,747265,1,9.0,-1.0,,
1216,747511,1,3.0,-1.0,,
1217,747768,1,-1.0,2.0,,
1218,747986,1,-1.0,9.0,,
1219,749104,1,-1.0,4.0,,
1220,749912,1,7.0,-1.0,,
1221,750747,1,6.0,-1.0,,
1222,752114,1,-1.0,4.0,,
1223,752193,1,7.0,-1.0,,
1224,753188,1,8.0,-1.0,,
1225,753504,1,-1.0,9.0,,
1226,754277,1,0.0,-1.0,,
1227,754341,1,1.0,-1.0,,
1228,754757,1,0.0,-1.0,,
1229,755671,1,-1.0,0.0,,
1230,756061,1,-1.0,0.0,,
1231,756118,1,-1.0,6.0,,
1232,756796,1,7.0,-1.0,,
1233,757555,1,-1.0,5.0,,
1234,759314,1,-1.0,2.0,,
1235,760243,1,4.0,-1.0,,
1236,760810,1,4.0,-1.0,,
1237,761025,1,5.0,-1.0,,
1238,761026,1,3.0,-1.0,,
1239,761211,1,-1.0,9.0,,
1240,764954,1,-1.0,6.0,,
1241,765239,1,-1.0,6.0,,
1242,765661,1,9.0,-1.0,,
1243,766490,1,-1.0,8.0,,
1244,767101,1,0.0,-1.0,,
1245,767626,1,0.0,-1.0,,
1246,767945,1,6.0,-1.0,,
1247,768037,1,1.0,-1.0,,
1248,768067,1,-1.0,9.0,,
1249,768123,1,-1.0,5.0,,
1250,769375,1,0.0,-1.0,,
1251,769822,1,-1.0,3.0,,
1252,770281,1,-1.0,8.0,,
1253,770462,1,-1.0,1.0,,
1254,770521,1,-1.0,4.0,,
1255,771157,1,9.0,-1.0,,
1256,772476,1,-1.0,8.0,,
1257,772509,1,-1.0,4.0,,
1258,772685,1,6.0,-1.0,,
1259,772829,1,-1.0,7.0,,
1260,772863,1,-1.0,4.0,,
1261,773844,1,0.0,-1.0,,
1262,777362,1,8.0,-1.0,,
1263,778103,1,7.0,-1.0,,
1264,778190,1,2.0,-1.0,,
1265,780275,1,0.0,-1.0,,
1266,780342,1,2.0,-1.0,,
1267,780378,1,-1.0,0.0,,
1268,781490,1,1.0,-1.0,,
1269,781618,1,3.0,-1.0,,
1270,782565,1,-1.0,2.0,,
1271,782917,1,3.0,-1.0,,
1272,783013,1,-1.0,6.0,,
1273,783209,1,6.0,-1.0,,
1274,784578,1,-1.0,9.0,,
1275,784601,1,0.0,-1.0,,
1276,784640,1,-1.0,8.0,,
1277,784678,1,6.0,-1.0,,
1278,785362,1,7.0,-1.0,,
1279,785427,1,-1.0,2.0,,
1280,785614,1,1.0,-1.0,,
1281,788142,1,6.0,-1.0,,
1282,788479,1,9.0,-1.0,,
1283,789545,1,-1.0,5.0,,
1284,789663,1,-1.0,1.0,,
1285,789740,1,9.0,-1.0,,
1286,790064,1,-1.0,9.0,,
1287,790114,1,1.0,-1.0,,
1288,791207,1,-1.0,9.0,,
1289,791404,1,-1.0,3.0,,
1290,792547,1,-1.0,6.0,,
1291,792697,1,7.0,-1.0,,
1292,793304,1,-1.0,3.0,,
1293,793326,1,-1.0,1.0,,
1294,793838,1,5.0,-1.0,,
1295,794830,1,4.0,-1.0,,
1296,795568,1,7.0,-1.0,,
1297,796276,1,2.0,-1.0,,
1298,796685,1,0.0,-1.0,,
1299,797281,1,9.0,-1.0,,
1300,797686,1,-1.0,7.0,,
1301,797930,1,3.0,-1.0,,
1302,798813,1,-1.0,2.0,,
1303,798828,1,-1.0,3.0,,
1304,798860,1,-1.0,2.0,,
1305,799141,1,8.0,-1.0,,
1306,799556,1,4.0,-1.0,,
1307,799872,1,-1.0,0.0,,
1308,802455,1,1.0,-1.0,,
1309,803469,1,3.0,-1.0,,
1310,803706,1,2.0,-1.0,,
1311,804126,1,-1.0,2.0,,
1312,804601,1,-1.0,2.0,,
1313,805139,1,-1.0,2.0,,
1314,805725,1,0.0,-1.0,,
1315,807171,1,-1.0,5.0,,
1316,808359,1,-1.0,0.0,,
1317,808397,1,-1.0,3.0,,
1318,809453,1,3.0,-1.0,,
1319,809814,1,-1.0,1.0,,
1320,809870,1,5.0,-1.0,,
1321,810036,1,8.0,-1.0,,
1322,810689,1,-1.0,9.0,,
1323,810749,1,-1.0,2.0,,
1324,811369,1,3.0,-1.0,,
1325,811625,1,5.0,-1.0,,
1326,812635,1,4.0,-1.0,,
1327,813373,1,-1.0,6.0,,
1328,813499,1,7.0,-1.0,,
1329,814402,1,-1.0,6.0,,
1330,814915,1,9.0,-1.0,,
1331,815420,1,2.0,-1.0,,
1332,816359,1,9.0,-1.0,,
1333,817110,1,4.0,-1.0,,
1334,817925,1,-1.0,8.0,,
1335,818636,1,2.0,-1.0,,
1336,819317,1,0.0,-1.0,,
1337,819353,1,-1.0,1.0,,
1338,820766,1,-1.0,7.0,,
1339,820780,1,7.0,-1.0,,
1340,821407,1,0.0,-1.0,,
1341,821616,1,-1.0,0.0,,
1342,821804,1,-1.0,3.0,,
1343,821889,1,7.0,-1.0,,
1344,822406,1,-1.0,5.0,,
1345,824021,1,3.0,-1.0,,
1346,824757,1,-1.0,3.0,,
1347,824978,1,-1.0,1.0,,
1348,826053,1,-1.0,5.0,,
1349,826060,1,3.0,-1.0,,
1350,826693,1,6.0,-1.0,,
1351,827098,1,-1.0,7.0,,
1352,827662,1,-1.0,0.0,,
1353,827812,1,0.0,-1.0,,
1354,828022,1,-1.0,7.0,,
1355,828552,1,2.0,-1.0,,
1356,829100,1,1.0,-1.0,,
1357,830455,1,-1.0,6.0,,
1358,830591,1,1.0,-1.0,,
1359,831698,1,-1.0,5.0,,
1360,831902,1,-1.0,3.0,,
1361,832278,1,5.0,-1.0,,
1362,832557,1,-1.0,0.0,,
1363,833881,1,-1.0,1.0,,
1364,834138,1,-1.0,7.0,,
1365,834258,1,9.0,-1.0,,
1366,834481,1,1.0,-1.0,,
1367,834538,1,-1.0,0.0,,
1368,834594,1,5.0,-1.0,,
1369,834969,1,-1.0,3.0,,
1370,835820,1,-1.0,8.0,,
1371,835919,1,-1.0,6.0,,
1372,836184,1,3.0,-1.0,,
1373,837354,1,8.0,-1.0,,
1374,837829,1,-1.0,4.0,,
1375,837882,1,7.0,-1.0,,
1376,837924,1,-1.0,4.0,,
1377,837987,1,-1.0,4.0,,
1378,839160,1,-1.0,2.0,,
1379,839299,1,5.0,-1.0,,
1380,840411,1,4.0,-1.0,,
1381,840597,1,0.0,-1.0,,
1382,841664,1,3.0,-1.0,,
1383,841694,1,9.0,-1.0,,
1384,842604,1,-1.0,9.0,,
1385,842656,1,1.0,-1.0,,
1386,842681,1,3.0,-1.0,,
1387,842883,1,-1.0,0.0,,
1388,843739,1,-1.0,0.0,,
1389,844716,1,9.0,-1.0,,
1390,845307,1,-1.0,9.0,,
1391,845958,1,2.0,-1.0,,
1392,846599,1,-1.0,8.0,,
1393,847559,1,3.0,-1.0,,
1394,847796,1,9.0,-1.0,,
1395,847942,1,-1.0,7.0,,
1396,848129,1,3.0,-1.0,,
1397,848168,1,2.0,-1.0,,
1398,848819,1,-1.0,2.0,,
1399,849935,1,-1.0,5.0,,
1400,850000,1,5.0,-1.0,,
1401,850037,1,8.0,-1.0,,
1402,850246,1,-1.0,6.0,,
1403,850874,1,8.0,-1.0,,
1404,851486,1,4.0,-1.0,,
1405,851821,1,0.0,-1.0,,
1406,852098,1,-1.0,1.0,,
1407,853488,1,-1.0,8.0,,
1408,855127,1,-1.0,2.0,,
1409,855528,1,1.0,-1.0,,
1410,855807,1,-1.0,8.0,,
1411,856010,1,-1.0,7.0,,
1412,856726,1,-1.0,9.0,,
1413,857036,1,4.0,-1.0,,
1414,857352,1,-1.0,3.0,,
1415,857827,1,0.0,-1.0,,
1416,858075,1,-1.0,8.0,,
1417,858229,1,4.0,-1.0,,
1418,858726,1,-1.0,3.0,,
1419,858727,1,-1.0,1.0,,
1420,861203,1,-1.0,3.0,,
1421,861444,1,7.0,-1.0,,
1422,862178,1,-1.0,1.0,,
1423,863008,1,7.0,-1.0,,
1424,863168,1,0.0,-1.0,,
1425,863217,1,1.0,-1.0,,
1426,863727,1,5.0,-1.0,,
1427,864212,1,-1.0,8.0,,
1428,864283,1,-1.0,6.0,,
1429,864942,1,-1.0,4.0,,
1430,865552,1,-1.0,5.0,,
1431,866574,1,7.0,-1.0,,
1432,867726,1,-1.0,9.0,,
1433,868941,1,-1.0,6.0,,
1434,869321,1,4.0,-1.0,,
1435,870300,1,4.0,-1.0,,
1436,870497,1,1.0,-1.0,,
1437,870737,1,-1.0,5.0,,
1438,873198,1,-1.0,3.0,,
1439,874467,1,4.0,-1.0,,
1440,874822,1,-1.0,2.0,,
1441,875215,1,-1.0,1.0,,
1442,875583,1,-1.0,7.0,,
1443,875844,1,-1.0,4.0,,
1444,877083,1,-1.0,4.0,,
1445,877824,1,-1.0,3.0,,
1446,878099,1,-1.0,8.0,,
1447,879019,1,5.0,-1.0,,
1448,879212,1,2.0,-1.0,,
1449,879704,1,3.0,-1.0,,
1450,880225,1,-1.0,8.0,,
1451,881398,1,-1.0,3.0,,
1452,882286,1,-1.0,7.0,,
1453,882577,1,-1.0,8.0,,
1454,882932,1,-1.0,8.0,,
1455,883772,1,-1.0,3.0,,
1456,883876,1,-1.0,0.0,,
1457,884134,1,0.0,-1.0,,
1458,884339,1,2.0,-1.0,,
1459,885617,1,-1.0,7.0,,
1460,885693,1,-1.0,3.0,,
1461,885700,1,-1.0,3.0,,
1462,885866,1,-1.0,5.0,,
1463,887363,1,-1.0,0.0,,
1464,887460,1,-1.0,7.0,,
1465,888598,1,5.0,-1.0,,
1466,888656,1,9.0,-1.0,,
1467,888711,1,4.0,-1.0,,
1468,888918,1,4.0,-1.0,,
1469,889222,1,-1.0,5.0,,
1470,891008,1,0.0,-1.0,,
1471,891302,1,1.0,-1.0,,
1472,892122,1,9.0,-1.0,,
1473,894107,1,-1.0,9.0,,
1474,895577,1,-1.0,5.0,,
1475,895583,1,4.0,-1.0,,
1476,895801,1,-1.0,1.0,,
1477,896288,1,3.0,-1.0,,
1478,896644,1,-1.0,9.0,,
1479,897373,1,1.0,-1.0,,
1480,897902,1,1.0,-1.0,,
1481,899301,1,4.0,-1.0,,
1482,900898,1,-1.0,3.0,,
1483,902650,1,8.0,-1.0,,
1484,902978,1,9.0,-1.0,,
1485,903191,1,-1.0,1.0,,
1486,903620,1,-1.0,9.0,,
1487,904682,1,-1.0,4.0,,
1488,905063,1,5.0,-1.0,,
1489,906058,1,-1.0,0.0,,
1490,906446,1,2.0,-1.0,,
1491,906519,1,6.0,-1.0,,
1492,906688,1,3.0,-1.0,,
1493,906990,1,6.0,-1.0,,
1494,907496,1,-1.0,2.0,,
1495,907671,1,-1.0,5.0,,
1496,908101,1,-1.0,1.0,,
1497,908480,1,9.0,-1.0,,
1498,910349,1,8.0,-1.0,,
1499,911900,1,-1.0,1.0,,
1500,913669,1,-1.0,0.0,,
1501,913922,1,-1.0,5.0,,
1502,914336,1,0.0,-1.0,,
1503,915138,1,8.0,-1.0,,
1504,916624,1,6.0,-1.0,,
1505,916760,1,-1.0,6.0,,
1506,916772,1,3.0,-1.0,,
1507,917433,1,0.0,-1.0,,
1508,917624,1,-1.0,4.0,,
1509,917648,1,-1.0,2.0,,
1510,919174,1,-1.0,6.0,,
1511,919745,1,9.0,-1.0,,
1512,920718,1,2.0,-1.0,,
1513,921812,1,-1.0,0.0,,
1514,921853,1,-1.0,4.0,,
1515,922053,1,6.0,-1.0,,
1516,922181,1,4.0,-1.0,,
1517,923006,1,-1.0,9.0,,
1518,925608,1,6.0,-1.0,,
